City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,kurchum,48.5722,83.6542,-5.71,40,0,6.47,KZ,1680381227
368,manzanillo,20.3433,-77.1167,30.08,48,0,7.98,CU,1680381228
369,fairbanks,64.8378,-147.7164,-3.84,56,40,1.54,US,1680381074
370,victor harbor,-35.5667,138.6167,8.16,75,31,3.02,AU,1680381228
371,conceicao do araguaia,-8.2578,-49.2647,25.13,89,72,2.21,BR,1680381229
372,jinja,0.439,33.2032,19.16,88,76,2.96,UG,1680381229
373,krasnyy oktyabr,56.1167,38.8833,3.12,98,100,3.15,RU,1680381229
374,panji,-7.7253,114.0995,23.32,90,100,1.66,ID,1680381229
375,barsovo,61.1667,73.1667,2.07,73,100,8.4,RU,1680381230
376,paita,-5.0892,-81.1144,28.34,68,90,5.45,PE,1680381230
377,pacific grove,36.6177,-121.9166,17.91,61,0,3.6,US,1680381159
378,jiuquan,39.7432,98.5174,0.73,39,100,3.84,CN,1680381230
379,cabo san lucas,22.8909,-109.9124,29.78,52,40,3.09,MX,1680381230
380,sainte-agathe-des-monts,46.0501,-74.2825,8.16,93,81,1.34,CA,1680381230
381,bambous virieux,-20.3428,57.7575,26.23,78,20,2.06,MU,1680381231
382,honiara,-9.4333,159.95,26.59,83,96,0.5,SB,1680381231
383,grindavik,63.8424,-22.4338,4.26,87,75,12.86,IS,1680381231
384,kalikino,52.9493,39.8269,5.42,98,100,3.47,RU,1680381231
385,samfya,-11.3649,29.5565,17.9,94,99,1.94,ZM,1680381232
386,tura,25.5198,90.2201,17.09,93,97,0.68,IN,1680381232
387,kavieng,-2.5744,150.7967,27.0,80,100,1.56,PG,1680381232
388,mayumba,-3.432,10.6554,25.05,85,100,2.02,GA,1680381232
389,mizdah,31.4451,12.9801,21.12,17,6,1.08,LY,1680381233
390,port-gentil,-0.7193,8.7815,25.98,94,20,1.03,GA,1680381233
391,sola,-13.8833,167.55,28.18,71,94,4.26,VU,1680381233
392,viedma,-40.8135,-62.9967,23.65,22,86,6.78,AR,1680381233
393,neepawa,50.2289,-99.4664,3.22,92,41,4.87,CA,1680381233
394,guanica,17.9716,-66.908,30.54,71,27,7.83,PR,1680381234
395,stancuta,44.9,27.8333,11.36,80,97,2.19,RO,1680381234
396,cradock,-32.1642,25.6192,17.22,51,1,1.56,ZA,1680381234
397,middelkerke,51.1558,2.8418,8.38,92,75,8.23,BE,1680381234
398,batalha,-9.6778,-37.1247,28.48,53,100,6.95,BR,1680381234
399,north bend,43.4065,-124.2243,11.25,71,100,8.23,US,1680381234
400,lagunillas,10.1301,-71.2595,29.48,61,67,2.17,VE,1680381235
401,pemangkat,1.1667,108.9667,25.34,83,81,1.92,ID,1680381235
402,stornoway,58.2093,-6.3865,7.98,94,100,8.23,GB,1680380999
403,khor,47.8861,134.9464,3.71,53,96,2.5,RU,1680381235
404,kamina,-8.7386,24.9906,16.41,95,82,0.6,CD,1680381235
405,gutierrez,4.2547,-74.0025,16.07,89,87,2.14,CO,1680381235
406,itarema,-2.9248,-39.9167,25.88,81,100,3.0,BR,1680381236
407,shenzhen,22.5455,114.0683,22.69,94,100,2.71,CN,1680381210
408,constitucion,-35.3333,-72.4167,15.72,84,37,11.21,CL,1680381057
409,port-cartier,50.0334,-66.8654,-0.7,98,100,7.61,CA,1680381089
410,inhambane,-23.865,35.3833,22.91,86,4,2.53,MZ,1680381236
411,kirakira,-10.4544,161.9205,27.26,81,84,1.89,SB,1680381237
412,saint-francois,46.4154,3.9054,7.69,85,75,4.63,FR,1680381237
413,jambi,-1.6,103.6167,22.61,99,100,1.01,ID,1680381004
414,gallup,35.5281,-108.7426,15.91,14,0,2.57,US,1680381237
415,niamey,13.5137,2.1098,35.16,6,49,3.6,NE,1680381237
416,iki-burul,45.8208,44.6472,7.4,56,100,2.93,RU,1680381237
417,winnemucca,40.973,-117.7357,12.03,37,75,9.77,US,1680381158
418,san juan tecuaco,14.0822,-90.2611,31.8,41,37,5.03,GT,1680381238
419,conceicao da barra,-18.5933,-39.7322,26.39,79,23,4.83,BR,1680381158
420,coquimbo,-29.9533,-71.3436,19.85,72,0,5.66,CL,1680381196
421,kerman,30.2832,57.0788,14.92,20,0,9.77,IR,1680381238
422,sibolga,1.7427,98.7792,23.8,93,100,1.85,ID,1680381238
423,gladstone,-23.85,151.25,19.96,94,100,2.06,AU,1680381238
424,lokbatan,40.3237,49.728,5.99,85,100,3.17,AZ,1680381238
425,rocha,-34.4833,-54.3333,18.16,58,8,3.28,UY,1680381078
426,izumo,35.3667,132.7667,11.97,82,100,5.17,JP,1680381182
427,malatya,38.5,38.0,2.03,75,40,1.54,TR,1680381239
428,verkhnetulomskiy,68.6073,31.7962,-2.93,89,97,4.1,RU,1680381239
429,kemin,42.7846,75.6892,6.11,37,0,2.89,KG,1680381239
430,kisangani,0.5167,25.2,21.36,87,93,1.2,CD,1680381239
431,khanpur,28.6453,70.6567,25.51,43,88,4.41,PK,1680381239
432,vila franca do campo,37.7167,-25.4333,18.23,90,100,7.18,PT,1680381239
433,borogontsy,62.6683,131.1683,-21.6,92,12,3.32,RU,1680381240
434,naze,28.3667,129.4833,16.51,84,13,12.37,JP,1680381240
435,antofagasta,-23.65,-70.4,22.6,80,77,2.66,CL,1680381004
436,lompoc,34.6391,-120.4579,22.61,63,0,8.94,US,1680381182
437,villanueva,15.3167,-88.0,31.69,48,20,1.54,HN,1680381240
438,nuuk,64.1835,-51.7216,-2.66,59,75,6.17,GL,1680381240
439,souillac,-20.5167,57.5167,26.21,78,20,2.06,MU,1680381174
440,palaiomonastiron,39.4625,21.6586,12.11,80,67,2.81,GR,1680381241
441,progreso,21.2833,-89.6667,35.06,68,20,8.55,MX,1680381241
442,imbituba,-28.24,-48.6703,21.21,58,0,8.4,BR,1680381241
443,vila velha,-20.3297,-40.2925,27.97,78,20,1.03,BR,1680381241
444,marienburg,54.0359,19.0266,3.8,97,100,6.21,PL,1680381241
445,ulety,51.3572,112.4849,-5.77,56,100,3.09,RU,1680381242
446,alto araguaia,-17.3147,-53.2153,24.51,77,57,1.8,BR,1680381188
447,codrington,-38.2667,141.9667,10.66,76,55,1.12,AU,1680381242
448,sargatskoye,55.6101,73.4972,-6.9,82,22,4.43,RU,1680381242
449,krasnogorskoye,52.2953,86.1979,-14.38,97,20,0.77,RU,1680381242
450,amta,22.58,88.0083,21.96,87,55,2.59,IN,1680381243
451,olafsvik,64.8945,-23.7142,2.76,96,71,10.78,IS,1680381017
452,zhuhai,22.2769,113.5678,21.88,94,40,4.63,CN,1680381243
453,lewistown,40.5992,-77.5714,16.75,51,75,8.23,US,1680381061
454,havelock,34.8791,-76.9013,23.87,87,100,8.23,US,1680381243
455,bilibino,68.0546,166.4372,-25.44,99,99,0.98,RU,1680381243
456,izmalkovo,52.6887,37.964,2.61,99,100,3.77,RU,1680381244
457,portel,-1.9356,-50.8211,24.23,96,92,1.77,BR,1680381244
458,lingyuan,41.24,119.4011,7.61,55,13,2.32,CN,1680381244
459,okhotsk,59.3833,143.3,-5.43,97,100,0.89,RU,1680381130
460,naryan-mar,67.6713,53.087,-12.64,96,87,3.48,RU,1680381244
461,nara,34.6851,135.8049,13.05,30,98,1.86,JP,1680381244
462,batagay-alyta,67.8006,130.4114,-33.65,89,5,2.88,RU,1680381245
463,gabu,12.2833,-14.2167,31.02,21,1,1.42,GW,1680381245
464,plerin,48.5425,-2.7798,10.25,94,100,5.66,FR,1680381099
465,banjar,-8.19,114.9675,24.72,90,100,1.99,ID,1680381245
466,williams lake,52.1415,-122.1445,3.76,44,75,2.57,CA,1680381245
467,shiliguri,26.7,88.4333,18.25,84,96,1.2,IN,1680381235
468,poum,-20.2333,164.0167,25.63,74,2,0.75,NC,1680381246
469,athabasca,54.7169,-113.2854,1.89,83,99,1.58,CA,1680381124
470,ende,-8.8432,121.6623,25.17,89,100,0.98,ID,1680381246
471,axim,4.8699,-2.2405,26.89,84,65,3.37,GH,1680381246
472,paulo afonso,-9.4061,-38.2147,28.32,40,100,2.74,BR,1680381247
473,bridgend,51.5058,-3.5772,9.62,86,28,3.13,GB,1680381247
474,bosaso,11.2842,49.1816,28.56,69,88,1.18,SO,1680381247
475,aklavik,68.2191,-135.0107,-15.0,56,20,1.03,CA,1680381247
476,port shepstone,-30.7414,30.455,22.52,84,100,1.62,ZA,1680381247
477,stromness,58.965,-3.296,4.93,80,20,5.36,GB,1680381248
478,katsuura,35.1333,140.3,14.01,72,100,6.55,JP,1680381248
479,yulara,-25.2406,130.9889,14.84,79,19,3.26,AU,1680381249
480,nombre de dios,23.85,-104.2333,26.75,13,97,0.59,MX,1680381249
481,talnakh,69.4865,88.3972,-8.77,94,100,8.47,RU,1680381249
482,bowling green,36.9903,-86.4436,16.41,38,0,6.17,US,1680381015
483,suez,29.9737,32.5263,15.88,49,0,2.19,EG,1680381250
484,sioux lookout,50.1001,-91.917,1.04,29,20,3.6,CA,1680381250
485,cam ranh,11.9214,109.1591,24.98,88,0,1.03,VN,1680381250
486,portland,45.5234,-122.6762,9.73,87,75,3.6,US,1680381213
487,gunjur,13.2019,-16.7339,26.04,83,52,4.12,GM,1680381250
488,sarangani,5.4033,125.4636,26.35,83,90,4.52,PH,1680381250
489,chapais,49.7834,-74.8492,-3.12,89,100,6.64,CA,1680381251
490,micheweni,-4.9667,39.8333,28.04,76,41,4.83,TZ,1680381251
491,kizilskoye,52.7255,58.8937,-1.59,90,28,0.94,RU,1680381251
492,chamrajnagar,11.9167,76.95,23.55,67,70,0.57,IN,1680381252
493,buala,-8.145,159.5921,27.04,77,100,0.71,SB,1680381252
494,taltal,-25.4,-70.4833,22.21,78,34,2.08,CL,1680381252
495,jalu,29.0331,21.5482,20.96,17,0,3.38,LY,1680381252
496,wuwei,37.9281,102.6414,0.99,89,100,0.82,CN,1680381253
497,ciudad bolivar,8.1222,-63.5497,31.91,44,86,6.43,VE,1680381253
498,marystown,47.1666,-55.1483,3.25,100,99,3.13,CA,1680381253
499,guarapari,-20.6667,-40.4975,24.97,85,98,0.82,BR,1680381201
500,awbari,26.5921,12.7805,21.14,12,0,4.32,LY,1680381253
501,verkhnevilyuysk,63.4453,120.3167,-23.78,98,49,2.43,RU,1680381253
502,bairiki,1.3292,172.9752,26.0,83,40,3.09,KI,1680381254
503,tilichiki,60.4667,166.1,-7.64,96,84,1.31,RU,1680381254
504,mushabani,22.5167,86.45,23.69,66,7,1.34,IN,1680381254
505,colares,38.7992,-9.4469,17.09,90,75,7.15,PT,1680381064
506,comodoro rivadavia,-45.8667,-67.5,22.92,21,0,11.83,AR,1680381255
507,chunskiy,56.0815,99.6342,-16.17,98,74,0.57,RU,1680381255
508,yeppoon,-23.1333,150.7333,18.88,89,100,5.64,AU,1680381255
509,garowe,8.4054,48.4845,27.31,61,10,5.73,SO,1680381255
510,la ronge,55.1001,-105.2842,-0.86,59,100,7.72,CA,1680381255
511,alberton,46.8168,-64.0654,2.07,97,100,9.71,CA,1680381256
512,sarakhs,36.5449,61.1577,12.53,65,33,6.83,IR,1680381256
513,saint-joseph,-21.3667,55.6167,25.21,83,29,4.5,RE,1680381256
514,skerries,53.5828,-6.1083,8.96,93,100,6.18,IE,1680381256
515,kerema,-7.9631,145.7785,25.29,84,81,1.6,PG,1680381257
516,ugoofaaru,5.6667,73.0,28.21,66,16,3.03,MV,1680381257
517,agirish,61.9247,63.0231,1.77,95,100,5.3,RU,1680381257
518,ayorou,14.7308,0.9174,29.72,8,70,4.1,NE,1680381257
519,orlik,52.5178,99.825,-23.36,98,94,0.49,RU,1680381257
520,leticia,-4.2153,-69.9406,29.03,79,40,3.09,CO,1680381258
521,puerto el triunfo,13.2833,-88.55,39.48,40,24,5.21,SV,1680381258
522,shankargarh,25.1833,81.6167,22.7,54,3,1.7,IN,1680381258
523,coahuayana,18.7333,-103.6833,32.06,33,93,3.75,MX,1680381258
524,mwanza,-2.5167,32.9,19.39,85,39,2.2,TZ,1680381258
525,safaga,26.7292,33.9365,19.72,42,0,6.46,EG,1680381259
526,teguldet,57.3064,88.1667,-14.4,96,40,1.59,RU,1680381259
527,hot springs,34.5037,-93.0552,21.63,41,0,4.12,US,1680380989
528,sovetskiy,61.3614,63.5842,2.99,93,100,5.46,RU,1680381259
529,bathsheba,13.2167,-59.5167,27.34,69,20,9.77,BB,1680381259
530,semnan,35.5729,53.3971,6.85,43,0,2.08,IR,1680381009
531,tieli,46.95,128.05,8.48,43,100,2.88,CN,1680381260
532,san policarpo,12.1791,125.5072,25.46,82,27,2.22,PH,1680381260
533,biratnagar,26.4831,87.2834,19.25,85,64,2.25,NP,1680381260
534,cayenne,4.9333,-52.3333,26.02,83,75,6.17,GF,1680381009
535,ouadda,8.0777,22.4007,24.19,16,94,2.64,CF,1680381261
536,shingu,33.7333,135.9833,13.79,81,100,4.36,JP,1680381261
537,santa vitoria do palmar,-33.5189,-53.3681,20.31,55,8,4.62,BR,1680380982
538,galle,6.0367,80.217,25.52,84,51,1.75,LK,1680381261
539,conway,35.0887,-92.4421,21.89,30,0,3.13,US,1680381044
540,balikpapan,-1.2675,116.8289,24.55,100,40,2.06,ID,1680381261
541,paramirim,-13.4425,-42.2389,27.71,32,4,2.49,BR,1680381261
542,wladyslawowo,54.7909,18.4009,3.3,82,100,8.68,PL,1680381262
543,nanchang,28.6833,115.8833,16.55,79,0,1.42,CN,1680381262
544,queanbeyan,-35.35,149.2333,10.89,92,50,2.01,AU,1680381076
545,japura,-0.3167,102.35,22.64,99,100,0.67,ID,1680381262
546,juneau,58.3019,-134.4197,4.56,85,75,4.12,US,1680381262
547,luxor,25.6989,32.6421,20.03,32,0,3.09,EG,1680381262
